bvd_id,guo
NL34205369,NL34153886
NL34205517,NL53821378
NL34205627,LULB166087
NL34205704,NL34205535
NL34205725,NL34298277
NL34205739,US391506125
NL34205778,BM51099R
NL34205828,NL34194177
NL34205933,NL70409501
NL34206105,NL34206934
NL34206198,NL32083832
NL34206235,NL65725239
NL34206244,US*D00436589
NL34206403,NL34206184
NL34206410,NL34206185
NL34206411,NL34206183
NL34206530,SG*J00S4601
NL34206987,NL70245975
NL34207005,LU*D00435716
NL34207198,WW*110298667521
NL34207264,US*D00428840
NL34207312,NL34177049
NL34207315,WW*110298667521
NL34207328,KY*B000071823
NL34207518,NL34364145
NL34207566,NL31045961
NL34207851,WW*921119441
NL34207877,VG*B000041087
NL34207894,NL58035648
NL34207907,US621721435
NL34207917,US452831199
NL34208105,NL34208098
NL34208198,NL37089022
NL34208236,NL14084347
NL34208365,NL68240899
NL34208376,KY00502FH
NL34208433,US943281941
NL34208462,NL34065092
NL34208523,NL68000324
NL34208637,NL33043888
NL34208661,WW*908442444
NL34208676,NL34369366
NL34208804,NL34208801
NL34208813,NL32090592
NL34208870,NL34053112
NL34208972,VG*110019432509
NL34208986,USP007442831
NL34209061,NL06045666
NL34209115,CA*L000000137443
NL34209145,NL34389523
NL34209201,US*D00437612
NL34209301,ATFEB18921
NL34209307,KEPVT27U5YLJ
NL34209340,WW*110298667525
NL34209434,NL66620813
NL34209458,NL34249714
NL34209697,GBLP007862
NL34209720,NL02323717
NL34209747,BM45797R
NL34209749,BM43065R
NL34209756,NL53047613
NL34209817,NL34209667
NL34209843,NL34277288
NL34209884,NL34209880
NL34209908,NL34209730
NL34209926,BR32785497000197
NL34210050,NL34210055
NL34210057,NL34210055
NL34210089,VG*926762361
NL34210131,NL34356832
NL34210188,NL17215710
NL34210328,NL64531104
NL34210594,MY92647-H
NL34210599,MY92647-H
NL34210611,NL37113968
NL34210614,NL37113968
NL34210677,WW*913418648
NL34210735,NL32090954
NL34210783,CN*D00426090
NL34210991,US278313611L
NL34211116,WW*110298661816
NL34211158,NL60252103
NL34211221,ATFEB46146
NL34211224,ATFEB18921
NL34211464,NL32029480
NL34211492,NL34260179
NL34211632,VG*190521674519
NL34211642,WW*110298667540
NL34211737,NL41209545
NL34211821,NL41209545
NL34211941,NL53417585
NL34211979,NL41207862
NL34212164,US943281941
NL34212307,IT90052400026
NL34212343,GBSC034970
NL34212352,NL34211649
NL34212406,NL30101036
NL34212499,GBOC301825
NL34212544,US*D00436589
NL34212626,US410231510
NL34212746,FR*83169623
NL34212891,US*D00436589
NL34212907,FR439208190
NL34212945,NL41209545
NL34213031,NL67893562
NL34213124,WW*110298667543
NL34213396,NL34212576
NL34213411,GB04992207
NL34213505,NL50997114
NL34213515,NL34176423
NL34213567,NL34211935
NL34213684,NL30046259
NL34213686,US742148293
NL34213689,US742148293
NL34213819,NL33011078
NL34214235,NL34179766
NL34214372,NL30058019
NL34214461,NL27168968
NL34214544,NL56747764
NL34214568,NL34214567
NL34214589,NL24283244
NL34214640,ES*333476142
NL34214643,BE0403150410
NL34214656,NL06084385
NL34214778,FR831324041
NL34214788,NL41212326
NL34214821,GB*Z00289832
NL34214993,NL*Z00022417
NL34215176,NL41207862
NL34215458,IT03731380261
NL34215466,US042977748
NL34215516,WW*110298667551
NL34215575,NL34217848
NL34215634,NL56664796
NL34215639,NL72860650
NL34215654,BECP3338835
NL34215694,FI15243611
NL34215721,NL34215962
NL34215723,NL34216218
NL34215724,NL34216509
NL34215790,JP5010001060426
NL34215811,NL74469126
NL34215816,NL74469126
NL34215831,NL74469126
NL34215834,NL74469126
NL34215835,NL06045666
NL34215839,NL74469126
NL34215846,NL74469126
NL34215857,NL74469126
NL34215879,NL34215878
NL34215951,NL34186638
NL34215956,NL27179417
NL34215980,AT*110188032030
NL34216374,NO*110167104456
NL34216379,NL35022832
NL34216497,NL62485016
NL34216514,MY92647-H
NL34216610,ATFEB18921
NL34216657,NL17215710
NL34216678,NL17215710
NL34216749,NL41216794
NL34216774,NL34218303
NL34216836,KY00502FH
NL34216850,LI*D00432533
NL34216868,NL27177778
NL34216880,DE7270000251
NL34217072,BM42353R
NL34217153,NL34159317
NL34217156,NL34217820
NL34217159,NL34091494
NL34217170,NLP005334035
NL34217181,JP1010001008692
NL34217242,NL*904783521
NL34217258,NL34217257
NL34217296,NL02045200
NL34217352,NL56747764
NL34217353,NL56747764
NL34217377,NL34217423
NL34217378,YY*D00438169
NL34217400,NL34216815
NL34217402,US460458824
NL34217522,WW*1420824
NL34217525,NL33192028
NL34217541,NL34217127
NL34217578,IL90004GE
NL34217580,NL34217581
NL34217597,NL34285898
NL34217603,NL63441004
NL34217636,WW*110298667558
NL34217701,PTCAG00000014696405
NL34217791,WW*110298667559
NL34217965,NL34217394
NL34218161,IL30184GE
NL34218181,US230993790
NL34218195,NL*905612444
NL34218224,US*D00435826
NL34218233,DEC2-216837
NL34218242,LI*D00433303
NL34218258,NL*905612444
NL34218264,NL*905612444
NL34218278,LULB148891
NL34218295,NL*Z00059194
NL34218301,DEC2-216837
NL34218333,NL34220578
NL34218354,LUECBO004772C00000
NL34218355,LUECBO004772C00000
NL34218396,NL73121339
NL34218760,NL50342762
NL34218765,US134019460
NL34218791,IL30427GE
NL34218796,US134019460
NL34218805,NL34218802
NL34218996,NL77195426
NL34219002,IN33003FI
NL34219026,WW*110298667560
NL34219044,NL77485785
NL34219077,NL58773630
NL34219085,NL35024621
NL34219137,NL*904783521
NL34219287,NL34023907
NL34219362,NL34171747
NL34219380,NL56747764
NL34219449,NL02078166
NL34219617,KY*B000058945
NL34219654,NL76052273
NL34219800,NL34219207
NL34219941,NL34323375
NL34220070,NL24372608
NL34220082,WW*110298667563
NL34220186,IN30120FI
NL34220294,NL61411809
NL34220305,TR*D00420897
NL34220384,NL33268438
NL34220659,CYC152889
NL34220708,NL33305771
NL34220900,NL56428960
NL34220902,NL56428960
NL34220951,NL62223135
NL34221040,ATFEB18921
NL34221134,NL70822417
NL34221218,US452831199
NL34221273,NL41195030
NL34221275,NL41195030
NL34221541,KY00502FH
NL34221596,NL51734702
NL34221622,GB*1525138347
NL34221911,ID*110190804658
NL34221992,NL34221491
NL34222136,NL50503898
NL34222141,NL34392438
NL34222217,US943281941
NL34222268,NL33268439
NL34222369,NL34333572
NL34222743,NL34221157
NL34222757,NL33122605
NL34223039,NL70530297
NL34223186,NL34237790
NL34223268,IN30081FI
NL34223270,US363145972
NL34223271,US363145972
NL34223520,NL41223436
NL34223532,NL27244577
NL34223556,LULB138667
NL34223596,KY00502FH
NL34223740,US113547680
NL34223819,NL34176423
NL34223932,NL34351581
NL34223935,NL*J00S1210
NL34224008,NL51489708
NL34224124,IN30083FI
NL34224171,GBP006300144
NL34224417,NL34258687
NL34224462,US452831199
NL34224485,DE7150000030
NL34224501,NL24064937
NL34224746,NL34221951
NL34224763,NL30061314
NL34224766,NL30061314
NL34224769,NL30061314
NL34224791,NL34272510
NL34224859,LUECBO006801C00000
NL34224920,NL66333113
NL34225033,NL28102903
NL34225108,IT04698630151
NL34225267,LULB166463
NL34225295,JP9010401015273
NL34225517,NL33295378
NL34225581,NL33295378
NL34225582,NL33043888
NL34225587,LULB135718
NL34225592,LULB135715
NL34225595,IT01047310014
NL34225698,NL34225697
NL34225877,NL34226491
NL34225880,GBJE122154
NL34225883,GBJE122154
NL34225884,GBJE122154
NL34225888,GBJE122154
NL34225892,GBJE122154
NL34225893,GBJE122154
NL34225897,GBJE122154
NL34225898,GBJE122154
NL34225904,GBJE122154
NL34225905,GBJE122154
NL34225906,GBJE122154
NL34225908,GBJE122154
NL34225910,GBJE122154
NL34225926,GBJE122154
NL34225929,GBJE122154
NL34225931,GBJE122154
NL34225933,GBJE122154
NL34225935,GBJE122154
NL34225936,GBJE122154
NL34226002,NL34225619
NL34226136,NL58764593
NL34226233,US364316614
NL34226339,WWP008922155
NL34226372,NL59547421
NL34226401,NL34226390
NL34226425,US*D00416743
NL34226481,NL41225896
NL34226533,US391506125
NL34226782,NL34127675
NL34226877,NL27148949
NL34226931,NL34176190
NL34227062,NL34321995
NL34227242,NL60332417
NL34227251,NL33014569
NL34227270,CHCHE110227853
NL34227284,NL34227283
NL34227320,JP6010001167617
NL34227325,VG*110020083035
NL34227329,JP6010001167617
NL34227364,NL34101316
NL34227583,NL34389445
NL34227663,NL68809115
NL34227668,WW*110298667591
NL34227828,NL34150929
NL34227844,US911646860
NL34227860,NL34321404
NL34228008,GBJE125698
NL34228203,NL30061314
NL34228206,NL30061314
NL34228207,NL30061314
NL34228208,GB*D00432614
NL34228224,NL33229858
NL34228598,LULB159681
NL34228617,NL*110187366172
NL34228634,NL67516246
NL34228718,NL56298749
NL34228777,SE5590992565
NL34228790,US221918501
NL34228791,US221918501
NL34228839,NL41074000
NL34228847,KW90024GK
NL34228898,IL53-304-0432
NL34228970,NL34260179
NL34229008,NL34228357
NL34229176,US880106100
NL34229194,CW*926687293
NL34229351,NL34228026
NL34229421,WW*110298667577
NL34229456,US320375147
NL34229578,NL*901746373
NL34229616,NL54968224
NL34229668,NL20171088
NL34229700,GB00167591
NL34229899,CW*926687291
NL34229908,NL34333641
NL34229931,IL40121GE
NL34229984,IN0000212166
NL34230121,NL33209986
NL34230366,US363145972
NL34230395,CY1605378
NL34230454,NL34217263
NL34230467,NL*901746373
NL34230612,NL34227022
NL34230618,DK34462577
NL34230671,NL18047272
NL34230750,NL34099581
NL34230923,NL34228945
NL34230951,US363145972
NL34230995,KY00502FH
NL34231119,NL34229682
NL34231149,NL34217263
NL34231150,NL34217263
NL34231284,WW*110298667600
NL34231412,NL23084032
NL34231425,NL34231428
NL34231482,NL30061314
NL34231540,NL67016278
NL34231579,GR000237901000
NL34231604,NL34325161
NL34231808,DE*110236444325
NL34231900,US*D00429814
NL34231925,NL34229893
NL34232025,NL34233074
NL34232118,NL56820534
NL34232156,CYC376245
NL34232195,NL54044790
NL34232262,NL67536646
NL34232329,NL34062212
NL34232384,NL*110187533305
NL34232400,NL33221132
NL34232465,NL34227689
NL34232494,ESB07975543
NL34232501,CWLEI194070
NL34232505,CW*190521570064
NL34232610,NL34217116
NL34232864,CW*904715410
NL34232899,LUECBO004772C00000
NL34233120,NL34155422
NL34233208,DE8330261794
NL34233238,NL34232586
NL34233247,AT9110480786
NL34233268,NL34176423
NL34233408,TRCP008874125
NL34233438,CN32174PC
NL34233460,KY*I0007750773
NL34233471,HU10625790
NL34233513,NL41207862
NL34233583,LULB113266
NL34233858,US522055918
NL34233872,US352617337
NL34233879,BM20389R
NL34233907,GBJE8300
NL34233917,TRC23474334730
NL34233927,NL34091751
NL34233943,NL33216172
NL34234000,CW*D00426167
NL34234003,NL34258687
NL34234152,US222640650
NL34234203,NL70650284
NL34234416,GBP006300144
NL34234420,GBP006300144
NL34234448,NL34229682
NL34234466,US*B000010880
NL34234527,NL21016283
NL34234601,HR45680057371
NL34234670,LU*D00420316
NL34234681,CW*D00426167
NL34234690,NL34367942
NL34234704,SE5565202156
NL34234782,US582567903
NL34234797,NL61411809
NL34234875,NL62124374
NL34234895,NL34234236
NL34234897,NL34234288
NL34235025,NLC2-218026
NL34235079,WW*110298666270
NL34235111,IN30195FI
NL34235180,NL33236869
NL34235224,NL67536727
NL34235227,NL67536611
NL34235257,FR317218758
NL34235363,GB09800044
NL34235385,NL34298744
NL34235622,NL34235340
NL34235830,NL30146964
NL34235881,LULB198741
NL34236121,NL34235436
NL34236174,NL34235516
NL34236206,LUECBO004772C00000
NL34236213,NL34200564
NL34236239,PT505765640
NL34236307,GB08649661
NL34236434,NL41216932
NL34236439,NL34224566
NL34236454,GB*J00S1300
NL34236474,GB00167591
NL34236633,NL34236443
NL34236649,KR*D00421730
NL34236817,NL61979406
NL34236861,JP9010001034946
NL34236865,NL28067201
NL34236876,NL34236590
NL34236917,GBJELP2333
NL34236922,ES*D00429684
NL34236961,RU00044428
NL34237080,KWFEB44705
NL34237108,NL32129335
NL34237378,NL27164490
NL34237449,CYC266041
NL34237456,CYC335074
NL34237467,LUECBO004772C00000
NL34237484,ES*335636207
NL34237485,US061269834
NL34237496,US943281941
NL34237500,LUECBO004772C00000
NL34237531,NL34168994
NL34237603,NL41207862
NL34237851,NL34219005
NL34237857,LULB166230
NL34237894,NL30210686
NL34237911,HU10625790
NL34238015,US421520346
NL34238021,AT*775360728
NL34238039,BS140981B
NL34238064,VG*D00428147
NL34238066,VG*D00420239
NL34238067,GBJE91445
NL34238085,SG40039FN
NL34238088,SG40039FN
NL34238103,BS140980B
NL34238230,US260081711
NL34238323,NL41212326
NL34238324,DE8330267183
NL34238397,JP6010001167617
NL34238453,ZA196800488006
NL34238751,CW*190521569909
NL34238887,WW*83665055
NL34239039,NL34137604
NL34239066,GBSC034970
NL34239116,AD*D00418151
NL34239127,AU31780AA
NL34239169,AE0000112717
NL34239251,TRCP008874125
NL34239360,NL68339666
NL34239368,NL68339666
NL34239429,NL27244577
NL34239486,US*D00438775
NL34239514,NL69053898
NL34239530,NL30061314
NL34239562,KZ*J00S1635
NL34239696,GBIM014178V
NL34239745,US*110195436514
NL34239778,NL33233630
NL34239835,NL60309113
NL34240012,NL34184520
NL34240015,NL71896449
NL34240051,NL34201283
NL34240063,NL34239239
NL34240069,NL34239241
NL34240307,NL59883774
NL34240308,NL34159317
NL34240383,NL34217263
NL34240415,NL34314215
NL34240450,NL34217263
NL34240480,LULEI654605
NL34240481,CHCHE114160610
NL34240560,JP6010401020516
NL34240603,NL34208634
NL34240857,NL33243607
NL34240861,AT9070105898
NL34240903,NL34240394
NL34240908,US870327982
NL34241191,CA30949NC
NL34241204,TR2503047F
NL34241299,WW*110298671355
NL34241345,US132624428
NL34241567,WW*110298666270
NL34241652,NL34241140
NL34241657,NL34214417
NL34241658,FI19593483
NL34241705,NL*4000000044579
NL34241828,NL34241627
NL34241853,NL34218303
NL34241878,NL28082024
NL34241936,NL30180499
NL34241968,NL41160316
NL34242085,ZZ*J00M*59733
NL34242389,SE5563255511
NL34242495,WW*925124361
NL34242563,US452831199
NL34242569,NL34242301
NL34242709,NL34242707
NL34242712,GB08379990
NL34242856,NL34097042
NL34242984,US560906609
NL34243127,AT*D00416155
NL34243234,ZA192500143106
NL34243363,NL41225896
NL34243370,US*D00426146
NL34243379,LU*962078393
NL34243465,LULB229119
NL34243466,US330956711
NL34243523,NL41225896
NL34243693,NL34385501
NL34243751,NL34243397
NL34243966,US*D00436589
NL34244011,DE*110005653372
NL34244026,NL34243674
NL34244152,WW*110298667629
NL34244185,CHCHE105884494
NL34244571,NL34243935
NL34244593,NL50342762
NL34244658,NL34174274
NL34244660,MU40001AO
NL34244749,NL*908405293
NL34244758,SK46154647
NL34244866,NL34244525
NL34244918,US363145972
NL34245011,DE8170524017
NL34245047,NL37107076
NL34245081,CW110145870486
NL34245099,GBP006300144
NL34245102,KYLEI173256
NL34245138,NL30099780
NL34245152,NL32061397
NL34245202,LULB200669
NL34245208,NL50342762
NL34245252,NL27274666
NL34245306,NL62117920
NL34245321,NL34244561
NL34245328,US134658284L
NL34245337,CA33706NC
NL34245340,MY521348-H
NL34245375,NL09107950
NL34245399,FI10410900
NL34245409,LULB104060
NL34245507,NL34294936
NL34245523,NL32116263
NL34245708,NL67450628
NL34245710,LULB149961
NL34245806,NL55478719
NL34245837,LULB229119
NL34245967,GR*D00425548
NL34246035,CW*904715410
NL34246079,NL34246055
NL34246249,NL24288945
NL34246296,NL55498418
NL34246507,ID*110190806806
NL34246508,NL34139996
NL34246532,CW*904715410
NL34246542,NL41213051
NL34246561,TR269048F
NL34246609,NL34246043
NL34246766,KY*954114427
NL34246808,NL17115378
NL34246919,NL63706733
NL34246993,NL34260179
NL34247014,NL34097743
NL34247057,NL34250781
NL34247092,NL34247096
NL34247151,NL34246708
NL34247203,US127985086L
NL34247468,NL24407537
NL34247683,NL70307830
NL34247684,NL34200997
NL34247701,NL34246891
NL34247706,FR439208190
NL34247724,NL34258687
NL34247798,US*D00436730
NL34247826,PT502778466
NL34247835,NL32151323
NL34247898,US521261113
NL34247905,CHCHE101049653
NL34247911,NL72587733
NL34248021,NL34247677
NL34248089,NL34247487
NL34248249,NL34217263
NL34248254,NL34217263
NL34248261,US363145972
NL34248263,US363145972
NL34248362,US940905160
NL34248394,TR268972F
NL34248424,NL34176190
NL34248446,GBLP010532
NL34248498,BR76535764000143
NL34248532,NL35024840
NL34248541,US149105168L
NL34248543,US149105168L
NL34248547,US149105168L
NL34248602,NL34247778
NL34248603,CW*D00437945
NL34248696,US943281941
NL34248736,NL17249322
NL34248770,LULB112550
NL34248780,WW*904614116
NL34248828,WW*110298666948
NL34248913,NL61411809
NL34248933,JP7180001017589
NL34248982,NL34227857
NL34248991,NL34176190
NL34249047,NL41074000
NL34249072,NL33234799
NL34249089,GB*D00435926
NL34249236,US*D00430652
NL34249254,US560906609
NL34249256,US560906609
NL34249259,US560906609
NL34249291,WW*904733544
NL34249305,NL34107764
NL34249320,WW*1168741687
NL34249480,NL34227689
NL34249490,NL33232574
NL34249500,US363145972
NL34249538,ES*333476142
NL34249587,NL60558172
NL34249606,NL34249598
NL34249656,NL34199805
NL34249710,NL34248827
NL34249787,NL23049923
NL34249809,NL*B000063374
NL34249867,KZ*J00S1635
NL34249875,NL34250159
NL34249898,NL34259994
NL34249909,US560906609
NL34250003,NL50342762
NL34250007,NL34249627
NL34250189,CN*J00S4140
NL34250320,NL69007896
NL34250322,US470813844
NL34250386,NL33185213
NL34250407,NL34250006
NL34250463,CW*D00437945
NL34250584,IE081812
NL34250593,NL59883928
NL34250659,LULB197554
NL34250680,JP5010001060426
NL34250695,NL27008387
NL34250711,WW*904614116
NL34250897,US260081711
NL34250935,CYC166465
NL34251129,FRP002813158
NL34251165,US363145972
NL34251220,QA0000382478
NL34251226,NL34250238
NL34251232,DEFEI1007130
NL34251256,WW*110298667656
NL34251291,NL33247847
NL34251338,GBCP3364971
NL34251477,WW*110298667657
NL34251569,NLCP3325218
NL34251580,NL35027895
NL34251770,NO*J00S1220
NL34251786,NL34204203
NL34251853,JP9010001034946
NL34251871,CYC152889
NL34251880,JP1010001008692
NL34251927,IL53-340-1840
NL34251957,NL58118314
NL34252004,US232668356
NL34252037,KW90024GK
NL34252038,NL55832040
NL34252058,NL02101397
NL34252064,FR335480877
NL34252084,FR335480877
NL34252099,CYC397031
NL34252110,LULB122477
NL34252219,JP8140001028201
NL34252279,NL53183215
NL34252402,GB*D00437307
NL34252404,GB05807599
NL34252450,US363145972
NL34252590,US133648318
NL34252642,LULB96048
NL34252671,CW*904715410
NL34252755,NL34185784
NL34252776,US560906609
NL34252779,US560906609
NL34252781,US560906609
NL34252782,US560906609
NL34252813,NL63831414
NL34252815,NL63831414
NL34252878,NL34157955
NL34252967,NL34252331
NL34253027,IL60-038-3590
NL34253040,NL34251954
NL34253106,CWLEI159933
NL34253224,NL34252976
NL34253370,LULB160070
NL34253446,NL34253208
NL34253508,KY40367WB
NL34253511,US149153841L
NL34253551,NL61788708
NL34253570,NL34252329
NL34253630,CW*D00416741
NL34253639,CHFSGBR067QQ
NL34253641,QA0000382478
NL34253650,US133277535L
NL34253752,JP1010001008767
NL34253769,IL30765GE
NL34253812,PH0000147212
NL34253829,CZ*110171367956
NL34253842,NLC2-218026
NL34253871,LULB111662
NL34253919,US260081711
NL34253920,NL27128839
NL34253980,LULB122477
NL34254019,DK15120002
NL34254022,RU00044434
NL34254062,CHCHE112694378
NL34254149,LULB115755
NL34254233,NL34253958
NL34254559,US363145972
NL34254594,NL30206207
NL34254614,CW*D00417686
NL34254657,NL34254660
NL34254672,US149105168L
NL34254700,US752275152
NL34254779,NL*110171488636
NL34254828,NL64439720
NL34254848,IN30078FI
NL34255109,LUECBO004772C00000
NL34255115,LUECBO004772C00000
NL34255142,LULB218100
NL34255151,FR572093920
NL34255152,LUECBO004772C00000
NL34255163,CHFSGBR067QQ
NL34255177,RUP008808492
NL34255202,US741648137
NL34255423,NL34255209
NL34255438,WW*110298667669
NL34255444,NL34119959
NL34255461,IN30436FI
NL34255491,CW*D00416368
NL34255538,US164809230L
NL34255569,NL52471527
NL34255624,US*D00436589
NL34255751,NL34255674
NL34255756,NL34255762
NL34255758,NL34255674
NL34255759,NL34255762
NL34255768,NL34255674
NL34255770,NL34255674
NL34255781,NL34255674
NL34255782,NL34255674
NL34255783,NL34255674
NL34255787,NL34255674
NL34255790,NL34255674
NL34255791,NL34255674
NL34255793,NL74469126
NL34255795,NL34255674
NL34255799,NL34255674
NL34255802,NL41203756
NL34255811,NL41203756
NL34255815,NL34255674
NL34255816,NL34255674
NL34255817,NL34255674
NL34255822,NL34255674
NL34255825,NL34255674
NL34255828,NL34255674
NL34255829,NL34255674
NL34255834,NL34255674
NL34255835,NL34255674
NL34255836,NL34255674
NL34255841,NL34255674
NL34255842,NL34255674
NL34255843,NL34060411
NL34255844,NL34255674
NL34255845,NL34255674
NL34255847,NL34255674
NL34255848,NL34255674
NL34255849,NL34255674
NL34255851,NL34255674
NL34255852,NL34255674
NL34255853,NL34255674
NL34255856,NL34255674
NL34255857,NL34255674
NL34255858,NL34255674
NL34255860,NL41203756
NL34255861,NL34255674
NL34255863,NL34255674
NL34255865,NL34255562
NL34255869,NL34255674
NL34255871,NL34255674
NL34255873,NL34255674
NL34255874,NL34255674
NL34255875,NL34255674
NL34255877,NL34255674
NL34255881,NL74976737
NL34255882,NL41203756
NL34255883,NL34255674
NL34255884,NL34255674
NL34255885,NL34255674
NL34255888,NL34255674
NL34255893,NL34255674
NL34255897,NL34255674
NL34255900,NL41203756
NL34255902,NL34255674
NL34255904,NL34255674
NL34255906,NL34255674
NL34255907,NL34255674
NL34255908,NL34255674
NL34255911,NL34255674
NL34255912,NL41203756
NL34255913,NL34255674
NL34255914,NL34255674
NL34255915,NL34255674
NL34255917,NL34255674
NL34255918,NL34255674
NL34255962,YY*B000112434
NL34256025,CN*J00S4140
NL34256111,LU*D00414961
NL34256126,CHFSGBR067QQ
NL34256167,CW*D00426239
NL34256175,BE0861793035
NL34256189,NL74469126
NL34256191,NL74469126
NL34256196,NL74469126
NL34256198,NL74469126
NL34256201,NL74469126
NL34256224,RU00031093
NL34256233,USLEI823638
NL34256316,NL34258687
NL34256429,NL34255867
NL34256449,NL34220051
NL34256534,US221918501
NL34256634,NL34115324
NL34256684,GBGG51355
NL34256833,US260081711
NL34256836,US260081711
NL34256949,NL34248398
NL34256961,LUECBO004772C00000
NL34256965,LULB207615
NL34257398,NL28088115
NL34257428,US943281941
NL34257585,PH*110190942387
NL34257601,NL34256601
NL34257630,NL34180190
NL34257652,NL34257396
NL34257713,US720487776
NL34257748,NL*905611998
NL34257763,GB05450950
NL34257786,GB05966431
NL34257787,GB05966431
NL34257842,CW*D00417117
NL34257850,KY40275WB
NL34257945,CA30907NC
NL34257948,NL34254527
NL34257977,NL33227697
NL34258021,ZA196700157206
NL34258024,NL34193801
NL34258097,WW*110298664578
NL34258108,DEC2-216837
NL34258174,NL64252523
NL34258209,NL34373636
NL34258230,NL34217263
NL34258238,NL76027902
NL34258256,LUECBO004772C00000
NL34258272,NL34217263
NL34258274,LUECBO004772C00000
NL34258278,NL34265341
NL34258288,GBJE106556
NL34258298,NL34280651
NL34258311,NL16090288
NL34258424,GR000223001000
NL34258489,LR30002MX
NL34258557,NO989150944
NL34258559,NO989150944
NL34258561,NO989150944
NL34258565,DE2150892781
NL34258660,WW*904367578
NL34258703,DE2150019405
NL34258718,NL33220963
NL34258742,US840846841
NL34258788,NL34366966
NL34258819,GB01664812
NL34258866,WW*110298667263
NL34258893,NL34262199
NL34258911,NL34258536
NL34258919,MTSV239
NL34258941,US410449260
NL34258999,NL34321995
NL34259029,NL34229207
NL34259034,NL34229207
NL34259084,CA20137NC
NL34259143,NL34086114
NL34259163,TR1298282F
NL34259168,NL34259161
NL34259263,NL69118787
NL34259327,NL30099780
NL34259338,NL73331783
NL34259391,NL34194009
NL34259454,US132624428
NL34259524,US560906609
NL34259527,GB00671099
NL34259594,WW*904772794
NL34259599,WW*110298667682
NL34259706,FI01120389
NL34259721,NL34366966
NL34259722,GBGG51355
NL34259806,US127647269L
NL34259880,JP9010001008776
NL34259940,IN30078FI
NL34259974,CW110145870486
NL34259977,CW110145870486
NL34260034,YY*110299580362
NL34260036,YY*110299580362
NL34260083,NL34259603
NL34260121,NL34259994
NL34260132,IN30416FI
NL34260143,NL34176190
NL34260183,YY*110158693987
NL34260382,GB05966431
NL34260406,NL34260204
NL34260407,NL34260206
NL34260464,CW*904715410
NL34260474,GB02590560
NL34260538,US730618660
NL34260539,HU26596040
NL34260540,US730618660
NL34260702,TR2503047F
NL34260706,IT01047310014
NL34260763,GBJE126147
NL34260786,NL64684016
NL34260817,NL34194009
NL34260857,NO913461630
NL34260893,CW110145870486
NL34260901,US128456358L
NL34260905,NL34202581
NL34260921,FR*J00S1080
NL34260936,NL33213530
NL34260959,US730618660
NL34260967,NL34273208
NL34261037,NL34260924
NL34261048,GB00053688
NL34261089,NL34199104
NL34261152,US730618660
NL34261233,NL34254527
NL34261239,NL34176486
NL34261246,NL34260932
NL34261276,NL34309381
NL34261307,FR493455042
NL34261308,FR493455042
NL34261324,PT502778466
NL34261334,GB04366849
NL34261343,NL34184104
NL34261387,YY*110187670018
NL34261390,NL34273368
NL34261393,NL34285851
NL34261411,NL34130758
NL34261428,TR259748F
NL34261457,NL41212326
NL34261470,NL41212326
NL34261473,MTC52636
NL34261490,NL54009413
NL34261547,US363840979
NL34261550,NL58312382
NL34261585,NL34201283
NL34261623,NL34178018
NL34261635,US*I00013370879
NL34261647,KR1101110085450
NL34261673,NL50952919
NL34261675,MTC48074
NL34261676,MTC48074
NL34261707,NL34256693
NL34261708,GBGG51355
NL34261716,NL34280219
NL34261718,NL34280219
NL34261726,KY40275WB
NL34261736,NL*110171488636
NL34261743,NL*110171488636
NL34261750,SE2021003831
NL34261773,GB00167591
NL34261794,NL34261792
NL34261805,CW110145870486
NL34261807,CW110145870486
NL34261817,NL34261815
NL34261934,US*D00423317
NL34261948,US363145972
NL34261962,KY*D00420128
NL34261966,NL34261568
NL34261969,NL64156338
NL34262000,US222640650
NL34262002,US943281941
NL34262053,CW*D00430159
NL34262069,FR529005662
NL34262091,US462286804
NL34262100,NL34306295
NL34262101,US123120963L
NL34262118,SG201311781D
NL34262119,SG201311781D
NL34262121,SG201311781D
NL34262133,NL34159317
NL34262142,PA104457RPP
NL34262171,NL34280219
NL34262173,US*D00432368
NL34262183,US*D00432368
NL34262192,NL34332978
NL34262200,US470554096
NL34262203,IN36791FI
NL34262204,GBGG51355
NL34262206,GBGG51355
NL34262208,GBGG51355
NL34262216,NL34332436
NL34262229,CW*904346765
NL34262243,NL23008599
NL34262270,US5-24318226I
NL34262314,ESA28015865
NL34262377,GB04043020
NL34262508,NL34181848
NL34262570,NL33220228
NL34262691,NL34262146
NL34262729,NL34280219
NL34262731,KY*110187366095
NL34262739,BE0877203365
NL34262749,WW*110298667699
NL34262932,NL34280219
NL34262968,GB01397169
NL34262969,GB01397169
NL34262970,GB01397169
NL34262988,YY*337077596
NL34263153,US560906609
NL34263158,US560906609
NL34263450,WW*110298667702
NL34263473,NL34255866
NL34263497,DE*110188045644
NL34263562,PK0084814
NL34263574,NL41231298
NL34263653,NL34280219
NL34263693,NL34392624
NL34263705,NL57124809
NL34263730,NL34214585
NL34263838,US134019460
NL34263909,GBGG47131
NL34263917,LUECBO004772C00000
NL34263918,US943281941
NL34263919,LUECBO004772C00000
NL34263922,LUECBO004772C00000
NL34263930,FRECB0011541150
NL34263969,NL61722901
NL34264032,FRECB0011541150
NL34264048,NL34263608
NL34264110,CW*904715410
NL34264111,LULB128315
NL34264117,NL72562323
NL34264216,NL34263492
