bvd_id,company_adddress
NL58185828,4811CA | 13
NL58185933,1101EB | 25
NL58186921,1077XX | 1353
NL58187022,1077XX | 1353
NL58187391,2629JD | 12
NL58187898,1071JL | 74
NL58188150,3133EP | 5
NL58188177,1071JL | 74
NL58188568,7951CX | 25
NL58188630,5018AA | 63
NL58188770,8256PR | 70
NL58189300,6021PX | 1
NL58191038,2691MG | 2
NL58191860,3016CL | 4
NL58191879,3016CL | 4
NL58191887,3016CL | 4
NL58194665,1092GG | 22
NL58195319,1078KL | 26
NL58196846,1969NE | 36
NL58196951,8406AM | 35
NL58198385,4782SK | 24
NL58198644,1311RK | 28
NL58198776,3016DR | 522
NL58199187,7009BK | 9
NL58199942,1075HP | 8
NL58202714,5211BC | 8
NL58202749,1218XX | 3
NL58202838,1061DH | 357
NL58203958,2514JS | 4
NL58204636,1911JA | 22
NL58205756,1097JB | 200
NL58206159,3743EV | 2
NL58208933,2641KG | 21
NL58208941,1082MA | 62
NL58209751,9711BG | 75
NL58210385,1097JB | 200
NL58210857,2518CE | 107
NL58210881,4904AV | 77
NL58212558,1014AS | 36
NL58213546,6705AK | 13
NL58213988,1019GW | 148
NL58214372,2111HJ | 13
NL58214585,1077ZX | 31278
NL58214968,6741PW | 78
NL58215506,6602XR | 7307
NL58216340,5248JT | 65
NL58218238,1097JB | 200
NL58219668,3012KM | 92
NL58219722,7241GE | 26
NL58221204,9206AA | 29
NL58221638,1749KL | 15
NL58222200,4811NS | 34
NL58222332,1213AL | 54
NL58222936,6741LT | 10
NL58223126,1046AH | 1
NL58223355,1083HN | 201
NL58223649,1463HA | 10
NL58223665,7241GE | 26
NL58223770,3067AB | 4
NL58224092,8256PE | 22
NL58224416,1077AR | 133
NL58224947,2632BB | 36
NL58225110,5253RK | 12
NL58225226,3905TG | 40
NL58225269,1217CM | 27
NL58225390,5253RK | 12
NL58225412,2163AK | 25
NL58225501,4416PX | 15
NL58225706,5253RK | 12
NL58225862,1054ET | 12
NL58226257,1706AB | 69
NL58226273,5803AP | 61
NL58226451,1706AB | 69
NL58227296,3824ML | 6
NL58227350,1077XX | 1143
NL58227431,1047BA | 1
NL58227865,5463PG | 3
NL58227911,6717AH | 9
NL58229124,1097JB | 200
NL58229728,1077XX | 1143
NL58229906,1043NX | 29
NL58230300,5627BZ | 25
NL58230459,1097JB | 200
NL58230521,1071DV | 11
NL58230548,1077MZ | 66
NL58230734,1083HN | 201
NL58231293,1165MS | 17
NL58231404,1165MS | 17
NL58231528,2665BG | 3
NL58231978,1689AR | 47
NL58232052,5993SG | 6
NL58233601,3581CW | 80
NL58233970,1251HE | 19
NL58234659,1023BX | 538
NL58234756,1852CP | 55
NL58234802,1017CA | 466
NL58234985,1075BA | 43
NL58235345,6221EN | 1
NL58235442,1118BK | 419
NL58237585,4231EZ | 10
NL58238441,2318BX | 39
NL58238573,3261SB | 12
NL58239286,5463PG | 3
NL58239340,3371NZ | 6
NL58239405,1118BK | 423
NL58239499,1118BK | 421
NL58239545,1118BK | 423
NL58239685,1097JB | 200
NL58239758,1012KN | 111
NL58240373,1077XX | 485
NL58240519,1097JB | 200
NL58240535,3743KN | 32
NL58240551,3743KN | 32
NL58240578,3743KN | 32
NL58240594,6031RK | 243
NL58240675,8265PG | 1
NL58242139,1101HE | 159
NL58243836,2665LE | 184
NL58244115,1786PB | 1
NL58244239,3417MP | 76
NL58244379,6713KR | 2
NL58244662,1101CJ | 6
NL58244735,5503LS | 4413
NL58244808,8102HX | 19
NL58245960,7333NR | 41
NL58246002,3082ZA | 69
NL58246606,8171CP | 31
NL58246649,1083HN | 101
NL58247203,2514BR | 34
NL58247394,5048CG | 6
NL58247556,2311EV | 8
NL58248382,8171CP | 31
NL58248595,5048CG | 6
NL58249141,9636BA | 5
NL58249273,3316KG | 300
NL58249664,3311CE | 36
NL58249834,9636BA | 5
NL58250425,6716AZ | 15
NL58250727,3812RE | 14
NL58250980,1992HD | 82
NL58251286,5808AS | 37
NL58251936,5916PT | 38
NL58253858,7891XC | 5
NL58254072,7891XC | 5
NL58254110,1175RB | 1
NL58254145,4711CK | 120
NL58259309,5301PA | 5
NL58260102,1693HP | 5
NL58264396,5627GB | 9
NL58264590,1077XX | 411
NL58265996,2153PG | 21
NL58266046,3846BN | 18
NL58267735,5216PD | 36
NL58267999,9645KX | 62
NL58268189,7523BS | 100
NL58269126,1118CL | 1
NL58269630,1165MS | 17
NL58270035,6086BB | 49
NL58270825,3087BM | 85
NL58271090,7141AM | 26
NL58271147,3311BV | 123
NL58271198,3061HH | 46
NL58271252,7051BA | 4
NL58272682,1097JB | 200
NL58272887,1021KP | 159
NL58273212,3421TX | 39
NL58273824,2678AG | 8
NL58273867,3011XZ | 258
NL58274626,1075GZ | 187
NL58275320,1786PB | 1
NL58275932,2678AX | 65
NL58275967,1075GZ | 187
NL58276017,4701AD | 65
NL58276173,9711AG | 10
NL58276211,4751XA | 15
NL58276556,1077XX | 807
NL58277021,6219NP | 800
NL58277234,3566MK | 10
NL58277463,5611AM | 12
NL58277765,3255MB | 5
NL58277935,7102EE | 56
NL58278079,2925AG | 94
NL58278249,3255MB | 5
NL58278583,2675LV | 193
NL58278990,5328ER | 6
NL58279563,7102EJ | 1
NL58279652,5328ER | 6
NL58279806,5556VB | 191
NL58279903,8011VP | 52
NL58280316,2513AH | 47
NL58280324,5711ER | 2
NL58280391,2033PZ | 14
NL58280863,2675LV | 193
NL58281002,7416WK | 1
NL58281088,2595AK | 15
NL58281908,1059CR | 40
NL58282076,1059CR | 40
NL58282246,1059CR | 40
NL58282300,1059CR | 40
NL58282971,3027VW | 1
NL58283056,3439NK | 5
NL58283714,5211TX | 7
NL58285083,9711AG | 10
NL58285229,1013AP | 69
NL58285822,1018GZ | 23
NL58285911,2908LW | 1
NL58286314,1018GZ | 23
NL58287418,1082MD | 10
NL58287477,3193EN | 24
NL58287981,9521BC | 111
NL58288317,5347KM | 12
NL58288708,5347KM | 12
NL58288864,5347KM | 12
NL58289046,5347KM | 12
NL58289194,5347KM | 12
NL58289410,1031HN | 20
NL58289690,4531EA | 1
NL58290028,5981NB | 50
NL58290133,1101CM | 238
NL58290443,4837DS | 75
NL58290729,5298MB | 23
NL58290753,3199LK | 51
NL58290842,1075BR | 8
NL58290982,1077XX | 937
NL58291199,1075BR | 8
NL58291512,1731LR | 3
NL58291814,3812RZ | 8
NL58292314,1023BX | 538
NL58292802,4791RN | 2
NL58292985,1764AX | 254
NL58293035,5347KM | 12
NL58293280,5347KM | 12
NL58293698,1101CM | 238
NL58293892,3755BP | 12
NL58294929,6166CV | 21
NL58295305,3821AA | 11
NL58295828,5262LL | 3
NL58295992,9076PH | 22
NL58297073,3708GM | 2
NL58297510,5763PD | 7
NL58297693,5652BJ | 7
NL58297901,4837DS | 75
NL58298312,5652BJ | 7
NL58298592,9747AT | 4
NL58298622,1062HH | 13
NL58299165,2811MV | 1
NL58299297,4942DA | 26
NL58299416,5626DD | 27
NL58300007,5626DD | 27
NL58301852,8255PJ | 9
NL58302247,3769JW | 87
NL58302980,6041TA | 5
NL58303499,2132LS | 35
NL58304118,6827CB | 10
NL58304193,3953ME | 11
NL58304746,1013AP | 19
NL58305378,1097JB | 200
NL58305424,3743KN | 32
NL58305491,1671ND | 30
NL58305513,3743KN | 32
NL58305599,3743KN | 32
NL58305734,3743KN | 32
NL58307028,3316GS | 96
NL58307109,1051AA | 16
NL58307133,3261LG | 4
NL58307176,1051AA | 16
NL58307257,1097JB | 200
NL58307281,3743KN | 32
NL58307524,3013AL | 505
NL58307834,5652BJ | 7
NL58308849,6711PD | 10
NL58309098,1043BW | 165
NL58309926,1077TE | 224
NL58310029,6951KN | 11
NL58310266,9936GZ | 26
NL58310533,3208PK | 115
NL58310576,3208PK | 115
NL58311068,9906TC | 7
NL58311149,2651BC | 87
NL58311688,6215JM | 9
NL58312005,7554RN | 9
NL58312293,3755CN | 2
NL58312781,8011CZ | 2
NL58312854,8401GA | 15
NL58312943,4818CL | 14
NL58313702,7462MZ | 47
NL58314709,1314CH | 4
NL58314717,8401GA | 15
NL58314989,3825AL | 15
NL58315047,1183DJ | 5
NL58315098,3821AB | 12
NL58315896,3012JT | 35
NL58317589,7165BV | 2
NL58318070,1313LC | 5
NL58318283,3197KK | 10
NL58321160,6941RB | 16
NL58322264,1701ER | 1
NL58322752,1017RZ | 85
NL58323430,7442TH | 9
NL58324429,1075HP | 10
NL58325549,3721TJ | 50
NL58326111,2909VA | 582
NL58326170,3047AN | 21
NL58327282,1077XX | 1431
NL58327401,3012AG | 215
NL58327789,3197KK | 10
NL58329048,6651CA | 2
NL58329129,1082MD | 10
NL58329277,9671EB | 24
NL58329323,1075HP | 10
NL58329471,3062ME | 80
NL58329773,1019TX | 146
NL58329854,3115HK | 15
NL58330526,1013BC | 20
NL58332642,5345LP | 2
NL58332898,1014BA | 57
NL58333746,6321GG | 30
NL58334734,4301RS | 51
NL58335218,3031AH | 31
NL58335285,1723HK | 640
NL58336613,3316GD | 25
NL58336818,2741PG | 12
NL58337822,6582BX | 3
NL58338403,1101CM | 118
NL58338691,1052JB | 112
NL58338721,5341EA | 13
NL58338799,3811AH | 40
NL58338896,6041EW | 12
NL58339051,5211ME | 47
NL58339078,3821BL | 15
NL58339159,9731BK | 47
NL58339337,1017BM | 58
NL58340122,8442BM | 83
NL58340661,2516EE | 77
NL58340920,1075HP | 10
NL58341455,8921BL | 16
NL58341943,1043GR | 151
NL58342133,6041EA | 1
NL58342419,7461AK | 32
NL58342656,8011CS | 6
NL58342664,3439LM | 71
NL58342788,7625TE | 12
NL58343210,1076EE | 115
NL58344055,1942LD | 2
NL58344373,4004JR | 7
NL58344470,7008BR | 226
NL58344527,1082MS | 3
NL58345043,3641RK | 15
NL58345647,9713GZ | 1
NL58346481,1053GH | 368
NL58347267,9076PH | 20
NL58347860,1083HN | 201
NL58348328,8043NJ | 8
NL58348999,7461BM | 14
NL58349049,7461BM | 14
NL58349065,7461BM | 14
NL58350306,4817HZ | 15
NL58350381,3067GA | 209
NL58351116,1035RT | 15
NL58351132,7461BM | 14
NL58351531,8271PA | 2
NL58351647,8271PA | 2
NL58351698,8271PA | 2
NL58352104,1616LE | 1
NL58352155,5211KN | 65
NL58352260,5688JS | 5
NL58352562,7741GC | 3
NL58354069,3065WC | 400
NL58355103,1077AS | 153
NL58355553,7461BM | 14
NL58355928,3741CH | 12
NL58356037,1077ZX | 3051
NL58356088,7333NP | 40
NL58357068,5995CN | 55
NL58357521,4704RL | 81
NL58358099,1083HN | 201
NL58358145,4704RL | 81
NL58358242,1077XV | 116
NL58358595,3826HB | 7
NL58359001,1131AD | 79
NL58359184,1217CX | 12
NL58359877,1077ZX | 3127
NL58360107,3431HR | 4
NL58360506,7944HT | 1
NL58360557,6521GJ | 229
NL58360832,3905PG | 22
NL58361189,1075HM | 180
NL58361324,1075HM | 180
NL58361944,3114HB | 7
NL58362517,1075HM | 180
NL58362673,1077ZX | 3127
NL58363041,2591TV | 50
NL58363270,1075HM | 180
NL58363440,1083HN | 201
NL58363491,1075HM | 180
NL58363793,3446CR | 19
NL58364420,3197KJ | 4
NL58365524,6641SZ | 10
NL58365710,2545AA | 275
NL58366016,1097JB | 200
NL58366296,2514AB | 19
NL58366687,2518AG | 27
NL58367489,2342AD | 17
NL58367780,7951TA | 58
NL58368205,5529AE | 16
NL58368280,8061RC | 29
NL58368639,3927CD | 44
NL58368760,7051CS | 21
NL58369074,1054PD | 111
NL58370498,1251EX | 16
NL58371869,2171TP | 7
NL58372660,2982CL | 59
NL58372938,1017CA | 466
NL58373780,3311GR | 298
NL58374094,3011ZP | 539
NL58374221,1102BR | 8
NL58375457,1077XX | 741
NL58375783,1097JB | 200
NL58375902,3931NE | 21
NL58377069,1506GA | 103
NL58378057,3927SN | 1
NL58378081,3893GE | 35
NL58378871,4386AA | 31
NL58379509,3862JL | 31
NL58380124,1187DN | 33
NL58380248,1033NZ | 3
NL58380612,1077XX | 937
NL58380949,1015CJ | 125
NL58381686,1077BM | 23
NL58381708,1077BM | 23
NL58381759,2142EN | 47
NL58382097,1101BA | 15
NL58382437,5674TR | 23
NL58383980,1097JB | 200
NL58384189,8442LE | 54
NL58384278,3611AE | 14
NL58384405,4001RK | 1
NL58384561,1261JD | 25
NL58384928,8271RH | 26
NL58384952,1016NH | 106
NL58385177,2544EC | 67
NL58385304,3119VA | 44
NL58385789,3065WC | 100
NL58386815,1689AR | 13
NL58386823,1097JB | 200
NL58387986,3068AV | 8
NL58388478,5038NE | 213
NL58389180,7631BW | 9
NL58389202,6221BL | 100
NL58389423,6021AE | 36
NL58390774,1051KM | 6
NL58390820,6653BR | 15
NL58391630,1502DV | 58
NL58391665,7683BJ | 20
NL58391851,1502DV | 58
NL58392408,2909VA | 742
NL58393358,2142EN | 12
NL58393501,7204BW | 33
NL58394575,5384VH | 5
NL58395113,8263AP | 51
NL58396330,1082MS | 17
NL58397434,1061DH | 357
NL58397728,4462GT | 11
NL58398341,1097JB | 200
NL58398457,4223NG | 113
NL58398465,1097JB | 200
NL58399089,6412ZJ | 100
NL58399313,3925CH | 454
NL58399623,6412ZJ | 100
NL58399712,4033EN | 6
NL58399879,1101CM | 238
NL58400087,1902KA | 15
NL58400575,3871KM | 15
NL58401113,2544EC | 67
NL58403272,6604LL | 2402
NL58403396,4651PV | 9
NL58403523,1447HL | 7
NL58405186,9728JT | 300
NL58405720,1062DC | 4
NL58406492,3155EN | 4
NL58407448,7461TW | 2
NL58407480,3016CL | 2
NL58408304,1017BT | 493
NL58409459,3065WC | 100
NL58411453,2803MC | 16
NL58412182,3818LA | 11
NL58412212,2471AB | 60
NL58412794,3198LR | 3
NL58413979,2517JW | 5
NL58414037,2517JW | 5
NL58414088,2517JW | 5
NL58414150,2517JW | 5
NL58414169,5301CH | 43
NL58416005,1081CN | 91
NL58416269,6716AE | 12
NL58419756,1101CM | 238
NL58420150,9206BB | 9
NL58420606,1114BC | 2
NL58420827,3521AZ | 7
NL58421238,2678NA | 35
NL58421629,2381GS | 2
NL58421939,2612HL | 209
NL58422242,1114BC | 2
NL58422986,1016BR | 180
NL58423397,2243BK | 74
NL58423974,8271RV | 18
NL58424164,3911AV | 111
NL58424245,3911AV | 111
NL58424253,1016BR | 180
NL58424407,2583DP | 45
NL58424687,3341LT | 30
NL58424938,2595DA | 41
NL58425314,1071CM | 12
NL58427279,3528BP | 80
NL58427481,3521AZ | 7
NL58427554,1165MS | 17
NL58427805,2811GE | 34
NL58428674,4909AM | 146
NL58428976,1077MZ | 66
NL58429123,1077MZ | 66
NL58429514,6711JC | 2
NL58430172,3431LR | 64
NL58430245,5261BT | 10
NL58433112,9737JR | 53
NL58435549,1077ZX | 31278
NL58435565,1017CA | 450
NL58435891,3084CB | 628
NL58439439,4702JX | 14
NL58439765,3761CS | 9
NL58440488,1092GC | 73
NL58440550,2595AM | 33
NL58440631,1071DV | 11
NL58443797,1096BC | 62
NL58444645,1081LA | 1212
NL58445463,1562BW | 10
NL58445684,1077ZX | 31278
NL58445803,1077XX | 485
NL58446052,1077ZX | 31278
NL58446311,1077XX | 1429
NL58446478,7812VX | 40
NL58446672,1181LD | 935
NL58447652,2595RH | 2
NL58448101,1077ZX | 3127
NL58448500,1016HK | 349
NL58448764,2711AB | 125
NL58449078,1911LT | 22
NL58449086,3013AK | 45
NL58449256,1017BH | 5
NL58450203,5175AX | 4
NL58450777,5222AE | 8
NL58451196,2662DA | 1
NL58451544,5071BB | 93
NL58453814,6191BC | 83
NL58453857,9108MB | 54
NL58454861,1077XX | 1429
NL58455280,4837DS | 75
NL58455361,4837DS | 75
NL58456228,2061GX | 18
NL58456252,5836CA | 15
NL58458190,1097JB | 200
NL58458670,1019GW | 148
NL58459189,3443XD | 62
NL58459367,1077XX | 1429
NL58459413,1077XX | 1429
NL58459456,1077XX | 1429
NL58460241,8102HR | 14
NL58460985,1077XX | 1429
NL58461043,1077XX | 1429
NL58461051,1077XX | 1429
NL58461108,1077XX | 1429
NL58461140,1077XX | 1429
NL58461310,1381MZ | 1
NL58461582,1053EB | 90
NL58462562,1061HC | 60
NL58462945,1101AA | 101
NL58463372,2516CC | 14
NL58463720,6663KV | 46
NL58465022,3864NJ | 164
NL58466983,9403ST | 37
NL58467114,5611XP | 12
NL58468056,8911KW | 51
NL58468803,1077XX | 411
NL58468919,9207JZ | 4
NL58469184,6001DA | 1
NL58469613,5213GS | 15
NL58469826,8872RG | 5
NL58470018,1412LC | 62
NL58470107,1096BN | 4
NL58470387,1114AA | 100
NL58471901,1412LC | 62
NL58472088,3351LH | 125
NL58474137,2592CK | 284
NL58474447,1213VB | 27
NL58475257,1081JK | 760
NL58475974,3081JN | 211
NL58476024,4741RL | 6
NL58476040,6717LL | 41
NL58476369,1082MS | 3
NL58478167,1948ND | 9
NL58478213,2742RG | 20
NL58478590,3084CB | 174
NL58479007,1043GR | 151
NL58479562,6531KA | 23
NL58479694,1394PC | 56
NL58481567,2629JD | 12
NL58482083,3451RC | 5
NL58482490,1217CM | 25
NL58482644,1096BN | 4
NL58483128,1217CM | 25
NL58484175,8332JZ | 8
NL58484183,5916PT | 38
NL58484191,8332JZ | 8
NL58484213,1183DJ | 5
NL58484477,1014BA | 21
NL58484922,7812HZ | 16
NL58485023,3025EE | 6
NL58485155,3065NC | 42
NL58485937,4462GS | 11
NL58487336,3068AV | 25
NL58487379,6651CG | 1
NL58488413,3195VD | 28
NL58488529,1069CA | 21
NL58488545,3011XZ | 258
NL58488731,3011XZ | 258
NL58489975,5613BH | 58
NL58490213,6881AA | 11
NL58490752,2676LV | 354
NL58491414,1033RD | 6
NL58491953,1101BA | 7
NL58491961,2723RC | 38
NL58492887,1043BW | 165
NL58493336,7514CW | 6
NL58494413,1062KS | 56
NL58496300,5017HP | 6
NL58496971,1077XV | 126
NL58497064,5051VB | 1
NL58497749,5684PZ | 19
NL58497978,7327AA | 145
NL58498958,1077ZX | 3051
NL58499873,1097JB | 200
NL58500057,1074BC | 152
NL58503226,3011VH | 33
NL58504494,1991JE | 140
NL58506691,2665JZ | 11
NL58506772,5013EA | 7
NL58507523,1077XX | 1725
NL58507876,7811AP | 45
NL58507949,8397GC | 12
NL58508570,8471AD | 12
NL58508988,8471AD | 12
NL58509917,5715AA | 49
NL58510699,1033MX | 20
NL58511636,1097JB | 200
NL58512306,1082MS | 17
NL58512349,1082MS | 17
NL58512381,1081LA | 1212
NL58512470,1077ZX | 31278
NL58512519,1082MS | 17
NL58512950,1077ZX | 31278
NL58513787,1942LD | 2
NL58514856,3062MA | 72
NL58518886,4837DS | 75
NL58520279,3072AP | 159
NL58520783,1097JB | 200
NL58521119,3059XT | 170
NL58522174,1031KS | 27
NL58522255,1031KS | 27
NL58522352,3743KN | 32
NL58522425,1101AV | 78
NL58522484,1017SK | 8
NL58522492,1017SK | 8
NL58522654,6215XV | 16
NL58523154,1852XB | 16
NL58523308,4003KC | 1
NL58524010,1114AA | 100
NL58524134,2132HB | 25
NL58524312,2992PA | 2
NL58525165,2282MZ | 321
NL58525475,5571TP | 7
NL58526315,5768PP | 18
NL58526692,6721MD | 2
NL58527494,3553EP | 562
NL58527761,3821AA | 11
NL58527850,3821AA | 11
NL58528369,5617BC | 20
NL58531211,1625BZ | 4
NL58531734,6827BX | 51
NL58531912,1014AS | 36
NL58532501,7651KP | 2
NL58535713,6658KC | 12
NL58536477,6658KC | 12
NL58537511,1097JB | 200
NL58538267,3241EE | 15
NL58538623,3316BB | 21
NL58539964,3035KC | 179
NL58540156,6101AB | 30
NL58540741,3072AP | 271
NL58541187,7051BA | 4
NL58541349,3016CL | 2
NL58541446,7051BA | 4
NL58541721,7051CS | 21
NL58542337,1781AD | 34
NL58543988,1097JB | 200
NL58544380,3111CA | 41
NL58544933,3111CA | 41
NL58545069,1399GT | 17
NL58545123,1399GT | 17
NL58545190,3111CA | 41
NL58545948,1011PZ | 3
NL58546561,1101CM | 238
NL58547479,1784NX | 18
NL58548408,2616LZ | 4
NL58548467,6051BH | 13
NL58549277,2142EN | 47
NL58549374,3581CG | 75
NL58550569,1399GT | 17
NL58551212,3528BJ | 100
NL58551301,1076RM | 10
NL58551603,1433JW | 42
NL58552006,3981AZ | 9
NL58552499,1433JW | 42
NL58552561,3062JP | 44
NL58552960,3062JP | 44
NL58553398,3438RA | 8
NL58553819,1013AA | 5
NL58554696,5626GE | 17
NL58554742,3044BC | 1
NL58555080,7323RW | 1
NL58556540,2564GM | 119
NL58556664,2959AK | 40
NL58559426,3363BN | 2
NL58561110,1437EK | 7
NL58561609,1043GK | 1
NL58562052,1043GK | 1
NL58562427,7811AP | 45
NL58562974,1322CH | 104
NL58563202,1052VG | 22
NL58565000,1101CM | 238
NL58565078,3439LM | 71
NL58565442,6281NA | 8
NL58565841,1105BM | 283
NL58566422,1183DJ | 5
NL58566937,1749DH | 13
NL58567658,8224BX | 2
NL58567763,1083HN | 101
NL58567828,1083HN | 101
NL58567844,3247XR | 9
NL58569464,3112NB | 203
NL58572333,6642CS | 16
NL58573739,2517JC | 100
NL58575952,9723TG | 2
NL58576002,5311PC | 9
NL58576428,3604DK | 32
NL58576517,2288GG | 10
NL58578420,6325AM | 3
NL58579001,5671BK | 30
NL58579532,1013CP | 200
NL58579575,4251AW | 11
NL58579761,5032MD | 21
NL58581065,6325CN | 106
NL58581189,8521JC | 2
NL58583262,5652AM | 9
NL58583440,3931NE | 21
NL58583874,8161PG | 10
NL58584552,1077WZ | 300
NL58585435,2596HR | 30
NL58587950,1396JC | 9
NL58588590,1033SH | 122
NL58589279,5611JS | 41
NL58590595,3203LG | 3
NL58590986,3871KM | 19
NL58591389,3871KM | 19
NL58592261,1101CM | 238
NL58594191,4872LA | 123
NL58594299,4872LA | 123
NL58596089,5241LN | 8
NL58597069,2231JZ | 106
NL58597778,5556VB | 191
NL58598944,3251ND | 1
NL58599517,2282MZ | 321
NL58599541,6538SZ | 3
NL58599630,3197KK | 10
NL58599797,3062ME | 40
NL58599843,3197KK | 10
NL58601287,1081CN | 91
NL58601945,6903PZ | 32
NL58602011,2651RT | 24
NL58602070,1062XD | 63
NL58602240,1071LJ | 12
NL58605673,1066CX | 121
NL58605762,1976BM | 50
NL58607560,6211XX | 1
NL58607773,2132NZ | 6
NL58607897,1786PB | 1
NL58607900,3089JK | 10
NL58607919,3089JK | 10
NL58607994,6814CC | 41
NL58608133,9356AA | 75
NL58608192,3011TA | 40
NL58608524,1066EP | 12
NL58608648,1054EZ | 48
NL58608729,5611EG | 9
NL58608826,3011TA | 40
NL58608931,6546BB | 1075
NL58610278,1081AB | 106
NL58610472,3911AV | 111
NL58617442,5051AE | 187
NL58620834,7241VX | 21
NL58621008,5047RK | 6
NL58621229,3402SP | 19
NL58622748,2582LR | 6
NL58622810,3812GV | 26
NL58623701,5047RK | 6
NL58623752,3438MR | 7
NL58624120,3341LJ | 28
NL58624368,3531AH | 328
NL58626026,1075AA | 19
NL58627057,3088GB | 43
NL58627073,1214JC | 127
NL58627626,3931WX | 4
NL58628371,6741PE | 103
NL58628541,1852WL | 146
NL58628843,1098XG | 106
NL58629378,1013EX | 124
NL58629602,1077ZX | 3051
NL58631828,8025BP | 13
NL58632301,6211CD | 21
NL58633626,4416PJ | 8
NL58634002,1276LN | 582
NL58634436,1016BE | 209
NL58635548,4328HK | 41
NL58636420,1017JE | 1049
NL58636471,4382NV | 53
NL58637419,2596AL | 7
NL58637907,1101CN | 183
NL58639152,1097JB | 200
NL58640886,2063JT | 30
NL58641203,1013AE | 40
NL58641416,1261XB | 1
NL58643834,1502BH | 42
NL58644113,1502BH | 42
NL58648984,2597AZ | 50
NL58649212,3111CA | 41
NL58649255,7776AE | 115
NL58649670,2803GR | 1
NL58650091,2651JB | 43
NL58651993,9988SX | 6
NL58652744,2341AB | 80
NL58653384,3511ED | 32
NL58653678,3906DD | 165
NL58654755,3055NA | 87
NL58655638,4813AH | 25
NL58655654,2908LW | 16
NL58657347,9483PH | 1
NL58657703,1411DC | 2
NL58658580,1101CM | 238
NL58659374,1077TX | 12
NL58659633,6224KK | 44
NL58659862,6584GG | 16
NL58660313,3133KJ | 15
NL58660852,5674TM | 42
NL58661182,1016EA | 241
NL58663118,3439NE | 6
NL58663185,1081GC | 152
NL58663215,1716VS | 2
NL58663754,3542DA | 2
NL58666613,5094GJ | 22
NL58667075,5681PK | 8
NL58667296,2511CX | 3
NL58670653,1017ZT | 38
NL58672680,1081JK | 760
NL58673792,1017RA | 163
NL58673946,3911AV | 111
NL58675639,2291NS | 29
NL58677054,2291NS | 29
NL58677097,2291NS | 29
NL58677135,2291NS | 29
NL58677283,5503LR | 4444
NL58677410,1183DJ | 5
NL58677925,5473KG | 4
NL58678050,1014AS | 32
NL58678662,3904PX | 10
NL58678719,5612WB | 3
NL58678832,5144NN | 6
NL58679235,8447GM | 4
NL58679677,4791VD | 4
NL58680152,4811BN | 105
NL58680586,2289DJ | 14
NL58680829,6422RK | 21
NL58681361,2031ES | 44
NL58681469,2011VN | 5
NL58683097,1083HJ | 7
NL58684948,1213TM | 79
NL58685014,1213TM | 79
NL58685715,1948PJ | 13
NL58685898,4202MS | 20
NL58685944,1081JK | 760
NL58686010,4202MS | 20
NL58687629,1052LA | 19
NL58688013,1043BW | 165
NL58689176,9405BL | 3
NL58690794,3732DV | 3
NL58691162,1014BA | 21
NL58691839,3014AS | 26
NL58691960,4822NK | 61
NL58691995,1101CM | 238
NL58693947,3314BJ | 26
NL58694021,3055NC | 173
NL58694811,1976CB | 4
NL58694935,1976CB | 4
NL58695001,1507BR | 15
NL58695052,1976CB | 4
NL58695133,1976CB | 4
NL58695265,1976CB | 4
NL58695427,1976CB | 4
NL58695664,1976CB | 4
NL58695796,1976CB | 4
NL58695826,1976CB | 4
NL58695885,1976CB | 4
NL58695893,1948PJ | 13
NL58695915,1976CB | 4
NL58698795,1391JD | 21
NL58699392,3079DN | 82
NL58699848,7521PL | 13
NL58701567,5705DE | 19
NL58702164,1014BS | 32
NL58703233,6071CC | 16
NL58703659,3079DN | 82
NL58703802,3438MR | 9
NL58704213,1058EA | 20
NL58704345,1012XM | 11
NL58704760,5222AM | 5
NL58706143,4284VR | 27
NL58706259,3815KL | 35
NL58706542,3584CM | 62
NL58708057,5737BP | 16
NL58708316,9403DE | 22
NL58709681,3721AB | 179
NL58710442,6049BX | 1
NL58711317,3089JW | 8
NL58713484,1105BV | 26
NL58717013,2583ER | 133
NL58718265,6832CR | 1
NL58718648,5071EB | 83
NL58719318,4584LG | 97
NL58719601,4584LG | 97
NL58721002,6921EX | 1
NL58721509,6433JZ | 10
NL58721827,1077ZX | 31278
NL58723676,1071VC | 8
NL58724699,3035EJ | 61
NL58724990,1012SB | 44
NL58725261,9728JT | 300
NL58726098,6851EH | 25
NL58726144,3991CL | 32
NL58726179,5704RD | 11
NL58726748,7345AD | 373
NL58727221,2201AN | 23
NL58727663,7051CS | 21
NL58728066,3581NP | 65
NL58729011,1077XX | 1531
NL58729275,1016BG | 223
NL58729666,1101BA | 15
NL58729674,7091BX | 8
NL58731059,1013AE | 40
NL58732837,1181LD | 935
NL58733019,1082LJ | 727
NL58733574,8263AS | 1
NL58735593,5656AE | 1
NL58737790,1171BJ | 3
NL58737995,6604LL | 2420
NL58738118,1948RD | 70
NL58738924,4207GN | 14
NL58740457,1948RC | 2
NL58740732,6029RS | 1
NL58741194,5613KK | 7
NL58741445,1077XV | 116
NL58741631,1077MZ | 66
NL58741860,9711HG | 24
NL58742190,2071TK | 33
NL58742298,4251NX | 1
NL58743200,1251BW | 13
NL58743359,4731WZ | 1
NL58743367,4731WZ | 1
NL58743499,2516BE | 36
NL58744533,1101CM | 238
NL58745432,1017ND | 107
NL58746048,3029AW | 15
NL58746358,3011JL | 42
